Year,StockKeyLabel,FisheriesGuild,AssessmentYear,F,FMSY,SSB,MSYBtrigger,catches,landings,discards
2007,anf.27.3a46,benthic,2019,0.98,NA,50,NA,16430,14564,490
2008,anf.27.3a46,benthic,2019,1.028,NA,54,NA,16918,15878,903
2009,anf.27.3a46,benthic,2019,1.329,NA,38,NA,16008,15372,38
2010,anf.27.3a46,benthic,2019,0.947,NA,42,NA,13833,12136,69
2011,anf.27.3a46,benthic,2019,1.282,NA,33,NA,13679,12902,95
2012,anf.27.3a46,benthic,2019,1.06,NA,36,NA,12266,11143,590
2013,anf.27.3a46,benthic,2019,1.02,NA,38,NA,12141,11375,687
2014,anf.27.3a46,benthic,2019,0.956,NA,53,NA,13286,14406,448
2015,anf.27.3a46,benthic,2019,0.775,NA,68,NA,16162,15663,395
2016,anf.27.3a46,benthic,2019,0.858,NA,78,NA,19553,19412,981
2017,anf.27.3a46,benthic,2019,0.839,NA,88,NA,22023,21719,756
2018,anf.27.3a46,benthic,2019,0.925,NA,78,NA,21350,21572,326
2003,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,4341,288,4053
2004,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,4097,722,3375
2005,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,3064,626,2438
2006,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,1439,40,1399
2007,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,2119,36,2083
2008,aru.27.6b7-1012,pelagic,2019,NA,NA,NA,NA,3138,20,3118
2009,aru.27.6b7-1012,pelagic,2019,NA,NA,72.95,NA,4205,22,4183
2010,aru.27.6b7-1012,pelagic,2019,NA,NA,89.97,NA,2054,25,2029
2011,aru.27.6b7-1012,pelagic,2019,NA,NA,50.32,NA,2070,14,2056
2012,aru.27.6b7-1012,pelagic,2019,NA,NA,83.02,NA,239,36,203
2013,aru.27.6b7-1012,pelagic,2019,NA,NA,121.5,NA,134,1,133
2014,aru.27.6b7-1012,pelagic,2019,NA,NA,59.57,NA,420,22,398
2015,aru.27.6b7-1012,pelagic,2019,NA,NA,72.56,NA,34,5,29
2016,aru.27.6b7-1012,pelagic,2019,NA,NA,172.94,NA,240,0,240
2017,aru.27.6b7-1012,pelagic,2019,NA,NA,129.63,NA,159,8,151
2018,aru.27.6b7-1012,pelagic,2019,NA,NA,98.72,NA,140,36,104
2001,boc.27.6-8,pelagic,2019,NA,NA,297349.996,NA,120,120,0
2002,boc.27.6-8,pelagic,2019,NA,NA,260000,NA,91,91,0
2003,boc.27.6-8,pelagic,2019,NA,NA,236349.995,NA,11387,458,10929
2004,boc.27.6-8,pelagic,2019,NA,NA,323400,NA,5151,675,4476
2005,boc.27.6-8,pelagic,2019,NA,NA,313899.984,NA,5960,165,5795
2006,boc.27.6-8,pelagic,2019,NA,NA,363849.997,NA,7138,2772,4366
2007,boc.27.6-8,pelagic,2019,NA,NA,310249.996,NA,21576,18387,3189
2008,boc.27.6-8,pelagic,2019,NA,NA,377300,NA,34750,24682,10068
2009,boc.27.6-8,pelagic,2019,NA,NA,382600,NA,90370,83688,6682
2010,boc.27.6-8,pelagic,2019,NA,NA,587549.998,NA,144047,137503,6544
2011,boc.27.6-8,pelagic,2019,NA,NA,536149.998,NA,37097,31295,5802
2012,boc.27.6-8,pelagic,2019,NA,NA,777849.998,NA,87355,80721,6634
2013,boc.27.6-8,pelagic,2019,NA,NA,549349.98,NA,75410,69812,5598
2014,boc.27.6-8,pelagic,2019,NA,NA,256700,NA,45231,43418,1813
2015,boc.27.6-8,pelagic,2019,NA,NA,305600,NA,17767,16838,929
2016,boc.27.6-8,pelagic,2019,NA,NA,214400,NA,19315,18032,1283
2017,boc.27.6-8,pelagic,2019,NA,NA,377400,NA,17388,16215,1173
2018,boc.27.6-8,pelagic,2019,NA,NA,388400,NA,11286,9927,1359
1981,cod.27.6a,demersal,2019,0.672,0.29,41750,20000,24168,23865,303
1982,cod.27.6a,demersal,2019,0.666,0.29,39023,20000,22082,21511,571
1983,cod.27.6a,demersal,2019,0.761,0.29,34821,20000,21503,21305,197
1984,cod.27.6a,demersal,2019,0.865,0.29,32299,20000,21601,21272,329
1985,cod.27.6a,demersal,2019,0.948,0.29,25558,20000,19570,18607,963
1986,cod.27.6a,demersal,2019,0.783,0.29,20564,20000,12083,11820,263
1987,cod.27.6a,demersal,2019,0.886,0.29,21786,20000,21358,18971,2388
1988,cod.27.6a,demersal,2019,0.864,0.29,27998,20000,20781,20413,368
1989,cod.27.6a,demersal,2019,0.951,0.29,24102,20000,19246,17169,2076
1990,cod.27.6a,demersal,2019,0.785,0.29,19431,20000,12746,12175,571
1991,cod.27.6a,demersal,2019,0.803,0.29,16143,20000,11549,10927,622
1992,cod.27.6a,demersal,2019,0.848,0.29,14020,20000,10865,9086,1779
1993,cod.27.6a,demersal,2019,0.835,0.29,17042,20000,10453,10314,139
1994,cod.27.6a,demersal,2019,0.794,0.29,17693,20000,9588,8928,661
1995,cod.27.6a,demersal,2019,0.851,0.29,18040,20000,9580,9439,141
1996,cod.27.6a,demersal,2019,0.962,0.29,17111,20000,9489,9427,63
1997,cod.27.6a,demersal,2019,1.047,0.29,12106,20000,7533,7034,499
1998,cod.27.6a,demersal,2019,1.002,0.29,10273,20000,6252,5714,538
1999,cod.27.6a,demersal,2019,1.069,0.29,9078,20000,4270,4201,69
2000,cod.27.6a,demersal,2019,1.034,0.29,6338,20000,3798,2977,821
2001,cod.27.6a,demersal,2019,1.091,0.29,6441,20000,2439,2347,92
2002,cod.27.6a,demersal,2019,1.111,0.29,5995,20000,2722,2243,480
2003,cod.27.6a,demersal,2019,1.078,0.29,4510,20000,1275,1241,34
2004,cod.27.6a,demersal,2019,0.992,0.29,2945,20000,612,540,72
2005,cod.27.6a,demersal,2019,1.15,0.29,2309,20000,552,511,41
2006,cod.27.6a,demersal,2019,1.073,0.29,1790,20000,954,488,465
2007,cod.27.6a,demersal,2019,1.037,0.29,2299,20000,2474,595,1880
2008,cod.27.6a,demersal,2019,0.913,0.29,2488,20000,1377,682,695
2009,cod.27.6a,demersal,2019,0.903,0.29,2124,20000,1353,408,945
2010,cod.27.6a,demersal,2019,0.858,0.29,2385,20000,1344,559,785
2011,cod.27.6a,demersal,2019,1.013,0.29,2769,20000,2124,454,1670
2012,cod.27.6a,demersal,2019,0.734,0.29,2715,20000,1632,466,1166
2013,cod.27.6a,demersal,2019,0.624,0.29,2347,20000,1501,299,1202
2014,cod.27.6a,demersal,2019,0.532,0.29,3042,20000,1668,357,1311
2015,cod.27.6a,demersal,2019,0.631,0.29,4279,20000,1752,770,983
2016,cod.27.6a,demersal,2019,0.548,0.29,4642,20000,1745,892,852
2017,cod.27.6a,demersal,2019,0.6,0.29,4196,20000,2363,795,1569
2018,cod.27.6a,demersal,2019,0.7,0.29,3478,20000,1890,1129,760
1968,cod.27.7a,demersal,2019,NA,NA,NA,NA,9826,8541,1285
1969,cod.27.7a,demersal,2019,NA,NA,NA,NA,9889,7991,1898
1970,cod.27.7a,demersal,2019,NA,NA,NA,NA,7134,6426,708
1971,cod.27.7a,demersal,2019,NA,NA,NA,NA,9609,9246,363
1972,cod.27.7a,demersal,2019,NA,NA,NA,NA,10780,9234,1546
1973,cod.27.7a,demersal,2019,NA,NA,NA,NA,13041,11819,1222
1974,cod.27.7a,demersal,2019,NA,NA,NA,NA,12000,10251,1749
1975,cod.27.7a,demersal,2019,NA,NA,NA,NA,10720,9863,857
1976,cod.27.7a,demersal,2019,NA,NA,NA,NA,10628,10247,381
1977,cod.27.7a,demersal,2019,NA,NA,NA,NA,8255,8054,201
1978,cod.27.7a,demersal,2019,NA,NA,NA,NA,5662,5662,0
1979,cod.27.7a,demersal,2019,NA,NA,NA,NA,7548,7548,0
1980,cod.27.7a,demersal,2019,NA,NA,NA,NA,10599,10599,0
1981,cod.27.7a,demersal,2019,NA,NA,NA,NA,13958,13958,0
1982,cod.27.7a,demersal,2019,NA,NA,NA,NA,13694,13381,313
1983,cod.27.7a,demersal,2019,NA,NA,NA,NA,10387,10015,372
1984,cod.27.7a,demersal,2019,NA,NA,NA,NA,8385,8383,2
1985,cod.27.7a,demersal,2019,NA,NA,NA,NA,10544,10483,61
1986,cod.27.7a,demersal,2019,NA,NA,NA,NA,10006,9852,154
1987,cod.27.7a,demersal,2019,NA,NA,NA,NA,13022,12894,128
1988,cod.27.7a,demersal,2019,NA,NA,NA,NA,14277,14168,109
1989,cod.27.7a,demersal,2019,NA,NA,NA,NA,12953,12751,202
1990,cod.27.7a,demersal,2019,NA,NA,NA,NA,7538,7379,159
1991,cod.27.7a,demersal,2019,NA,NA,NA,NA,7258,7095,163
1992,cod.27.7a,demersal,2019,NA,NA,NA,NA,7833,7735,98
1993,cod.27.7a,demersal,2019,2.851,NA,1.258,NA,7710,7555,155
1994,cod.27.7a,demersal,2019,2.435,NA,1.059,NA,5544,5402,142
1995,cod.27.7a,demersal,2019,2.782,NA,0.795,NA,4753,4587,166
1996,cod.27.7a,demersal,2019,2.183,NA,1.088,NA,5104,4964,140
1997,cod.27.7a,demersal,2019,2.21,NA,1.259,NA,5979,5859,120
1998,cod.27.7a,demersal,2019,1.686,NA,1.476,NA,5347,5318,29
1999,cod.27.7a,demersal,2019,1.645,NA,1.398,NA,4943,4784,159
2000,cod.27.7a,demersal,2019,1.142,NA,0.804,NA,1973,1274,699
2001,cod.27.7a,demersal,2019,0.931,NA,1.157,NA,2316,2252,64
2002,cod.27.7a,demersal,2019,0.568,NA,2.247,NA,2741,2695,46
2003,cod.27.7a,demersal,2019,0.318,NA,2.194,NA,1500,1285,215
2004,cod.27.7a,demersal,2019,0.812,NA,0.76,NA,1326,1072,254
2005,cod.27.7a,demersal,2019,0.707,NA,0.733,NA,1114,910,204
2006,cod.27.7a,demersal,2019,0.987,NA,0.483,NA,1025,840,185
2007,cod.27.7a,demersal,2019,0.94,NA,0.419,NA,847,702,145
2008,cod.27.7a,demersal,2019,0.814,NA,0.414,NA,723,662,61
2009,cod.27.7a,demersal,2019,0.719,NA,0.359,NA,554,466,88
2010,cod.27.7a,demersal,2019,0.564,NA,0.701,NA,850,464,386
2011,cod.27.7a,demersal,2019,0.202,NA,0.95,NA,413,365,48
2012,cod.27.7a,demersal,2019,0.523,NA,0.779,NA,876,198,678
2013,cod.27.7a,demersal,2019,0.203,NA,0.822,NA,358,206,152
2014,cod.27.7a,demersal,2019,0.218,NA,0.845,NA,397,213,184
2015,cod.27.7a,demersal,2019,0.088,NA,1.634,NA,308,161,147
2016,cod.27.7a,demersal,2019,0.063,NA,1.049,NA,142,82,60
2017,cod.27.7a,demersal,2019,0.069,NA,0.966,NA,144,84,59
2018,cod.27.7a,demersal,2019,0.34,NA,0.352,NA,257,226,30
1971,cod.27.7e-k,demersal,2019,0.557,0.353,10093,10300,5782,5782,0
1972,cod.27.7e-k,demersal,2019,0.517,0.353,9298,10300,4737,4737,0
1973,cod.27.7e-k,demersal,2019,0.541,0.353,8617,10300,4015,4015,0
1974,cod.27.7e-k,demersal,2019,0.375,0.353,8327,10300,2898,2898,0
1975,cod.27.7e-k,demersal,2019,0.678,0.353,7526,10300,3993,3993,0
1976,cod.27.7e-k,demersal,2019,0.554,0.353,7316,10300,4818,4818,0
1977,cod.27.7e-k,demersal,2019,0.349,0.353,8841,10300,3059,3059,0
1978,cod.27.7e-k,demersal,2019,0.361,0.353,9689,10300,3647,3647,0
1979,cod.27.7e-k,demersal,2019,0.467,0.353,9848,10300,4650,4650,0
1980,cod.27.7e-k,demersal,2019,0.694,0.353,10347,10300,7243,7243,0
1981,cod.27.7e-k,demersal,2019,0.808,0.353,11212,10300,10597,10597,0
1982,cod.27.7e-k,demersal,2019,0.64,0.353,13547,10300,8766,8766,0
1983,cod.27.7e-k,demersal,2019,0.834,0.353,13008,10300,9641,9641,0
1984,cod.27.7e-k,demersal,2019,0.531,0.353,9568,10300,6631,6631,0
1985,cod.27.7e-k,demersal,2019,0.539,0.353,13103,10300,8317,8317,0
1986,cod.27.7e-k,demersal,2019,0.787,0.353,13692,10300,10475,10475,0
1987,cod.27.7e-k,demersal,2019,0.811,0.353,11364,10300,10228,10228,0
1988,cod.27.7e-k,demersal,2019,0.639,0.353,16606,10300,17191,17191,0
1989,cod.27.7e-k,demersal,2019,0.817,0.353,26324,10300,19809,19809,0
1990,cod.27.7e-k,demersal,2019,0.855,0.353,19126,10300,12749,12749,0
1991,cod.27.7e-k,demersal,2019,0.981,0.353,10846,10300,9336,9336,0
1992,cod.27.7e-k,demersal,2019,0.851,0.353,9073,10300,9747,9747,0
1993,cod.27.7e-k,demersal,2019,0.749,0.353,12280,10300,10425,10425,0
1994,cod.27.7e-k,demersal,2019,0.75,0.353,14357,10300,10620,10620,0
1995,cod.27.7e-k,demersal,2019,0.726,0.353,13019,10300,11709,11709,0
1996,cod.27.7e-k,demersal,2019,0.855,0.353,15899,10300,12681,12681,0
1997,cod.27.7e-k,demersal,2019,0.81,0.353,14065,10300,12035,12035,0
1998,cod.27.7e-k,demersal,2019,0.965,0.353,12522,10300,11431,11431,0
1999,cod.27.7e-k,demersal,2019,0.887,0.353,10883,10300,8594,8594,0
2000,cod.27.7e-k,demersal,2019,0.775,0.353,7548,10300,6536,6536,0
2001,cod.27.7e-k,demersal,2019,0.771,0.353,8421,10300,8308,8308,0
2002,cod.27.7e-k,demersal,2019,0.868,0.353,10738,10300,9236,9236,0
2003,cod.27.7e-k,demersal,2019,0.951,0.353,8795,10300,6420,6420,0
2004,cod.27.7e-k,demersal,2019,0.971,0.353,4596,10300,3672,3672,0
2005,cod.27.7e-k,demersal,2019,1.002,0.353,3359,10300,3062,3062,0
2006,cod.27.7e-k,demersal,2019,0.846,0.353,3739,10300,3776,3776,0
2007,cod.27.7e-k,demersal,2019,0.846,0.353,5084,10300,4830,4830,0
2008,cod.27.7e-k,demersal,2019,0.771,0.353,5402,10300,3961,3961,0
2009,cod.27.7e-k,demersal,2019,0.786,0.353,5022,10300,3292,3292,0
2010,cod.27.7e-k,demersal,2019,0.575,0.353,4875,10300,3229,3229,0
2011,cod.27.7e-k,demersal,2019,0.501,0.353,8961,10300,7957,7261,696
2012,cod.27.7e-k,demersal,2019,0.698,0.353,13492,10300,8644,7692,952
2013,cod.27.7e-k,demersal,2019,0.984,0.353,9470,10300,6820,6290,530
2014,cod.27.7e-k,demersal,2019,0.89,0.353,4716,10300,4620,3879,741
2015,cod.27.7e-k,demersal,2019,0.798,0.353,4501,10300,4719,4154,565
2016,cod.27.7e-k,demersal,2019,0.711,0.353,4689,10300,3519,3299,220
2017,cod.27.7e-k,demersal,2019,1.052,0.353,2554,10300,2354,2237,117
2018,cod.27.7e-k,demersal,2019,0.833,0.353,1783,10300,1565,1385,180
2010,dgs.27.nea,elasmobranch,2018,0.011,NA,316111,683340,2468,1249,1219
2011,dgs.27.nea,elasmobranch,2018,0.011,NA,323654,683340,2468,580,1888
2012,dgs.27.nea,elasmobranch,2018,0.01,NA,331270,683340,2468,261,2207
2013,dgs.27.nea,elasmobranch,2018,0.01,NA,339268,683340,2468,333,2135
2014,dgs.27.nea,elasmobranch,2018,0.01,NA,347248,683340,2468,383,2085
2015,dgs.27.nea,elasmobranch,2018,0.01,NA,355467,683340,2468,237,2231
2016,dgs.27.nea,elasmobranch,2018,0.009,NA,364039,683340,2468,349,2119
2017,dgs.27.nea,elasmobranch,2018,0.009,NA,372728,683340,2468,273,2195
2013,gfb.27.nea,demersal,2018,NA,NA,2,NA,3328,2143,1185
2014,gfb.27.nea,demersal,2018,NA,NA,1,NA,3435,2269,1166
2015,gfb.27.nea,demersal,2018,NA,NA,1,NA,4242,2174,2068
2016,gfb.27.nea,demersal,2018,NA,NA,1,NA,2689,2012,677
2017,gfb.27.nea,demersal,2018,NA,NA,1,NA,2016,1503,513
1972,had.27.46a20,demersal,2019,0.862,0.19,294702,132000,407970,234019,144366
1972,had.27.46a20,demersal,2019,0.862,0.19,294702,132000,407970,234019,144366
1973,had.27.46a20,demersal,2019,0.787,0.19,274524,132000,344861,207489,126105
1973,had.27.46a20,demersal,2019,0.787,0.19,274524,132000,344861,207489,126105
1974,had.27.46a20,demersal,2019,0.741,0.19,321618,132000,396836,167528,181802
1974,had.27.46a20,demersal,2019,0.741,0.19,321618,132000,396836,167528,181802
1975,had.27.46a20,demersal,2019,0.872,0.19,157849,132000,495078,160271,293321
1975,had.27.46a20,demersal,2019,0.872,0.19,157849,132000,495078,160271,293321
1976,had.27.46a20,demersal,2019,0.811,0.19,193714,132000,402360,184421,169776
1976,had.27.46a20,demersal,2019,0.811,0.19,193714,132000,402360,184421,169776
1977,had.27.46a20,demersal,2019,0.819,0.19,350331,132000,240394,156639,48732
1977,had.27.46a20,demersal,2019,0.819,0.19,350331,132000,240394,156639,48732
1978,had.27.46a20,demersal,2019,0.903,0.19,157408,132000,146733,102970,32860
1978,had.27.46a20,demersal,2019,0.903,0.19,157408,132000,146733,102970,32860
1979,had.27.46a20,demersal,2019,0.918,0.19,92555,132000,149190,97896,35054
1979,had.27.46a20,demersal,2019,0.918,0.19,92555,132000,149190,97896,35054
1980,had.27.46a20,demersal,2019,0.893,0.19,102738,132000,202674,111371,68831
1980,had.27.46a20,demersal,2019,0.893,0.19,102738,132000,202674,111371,68831
1981,had.27.46a20,demersal,2019,0.683,0.19,193876,132000,226530,147806,61683
1981,had.27.46a20,demersal,2019,0.683,0.19,193876,132000,226530,147806,61683
1982,had.27.46a20,demersal,2019,0.568,0.19,435007,132000,256136,195456,41297
1982,had.27.46a20,demersal,2019,0.568,0.19,435007,132000,256136,195456,41297
1983,had.27.46a20,demersal,2019,0.726,0.19,294138,132000,253237,188754,51584
1983,had.27.46a20,demersal,2019,0.726,0.19,294138,132000,253237,188754,51584
1984,had.27.46a20,demersal,2019,0.848,0.19,236480,132000,247297,158205,79012
1984,had.27.46a20,demersal,2019,0.848,0.19,236480,132000,247297,158205,79012
1985,had.27.46a20,demersal,2019,0.802,0.19,166810,132000,247317,182946,58373
1985,had.27.46a20,demersal,2019,0.802,0.19,166810,132000,247317,182946,58373
1986,had.27.46a20,demersal,2019,0.904,0.19,286791,132000,223843,185137,36063
1986,had.27.46a20,demersal,2019,0.904,0.19,286791,132000,223843,185137,36063
1987,had.27.46a20,demersal,2019,0.912,0.19,162245,132000,195106,135022,55674
1987,had.27.46a20,demersal,2019,0.912,0.19,162245,132000,195106,135022,55674
1988,had.27.46a20,demersal,2019,0.959,0.19,125316,132000,180062,126227,49833
1988,had.27.46a20,demersal,2019,0.959,0.19,125316,132000,180062,126227,49833
1989,had.27.46a20,demersal,2019,0.909,0.19,177765,132000,127703,92840,32453
1989,had.27.46a20,demersal,2019,0.909,0.19,177765,132000,127703,92840,32453
1990,had.27.46a20,demersal,2019,0.904,0.19,84914,132000,86743,61605,22548
1990,had.27.46a20,demersal,2019,0.904,0.19,84914,132000,86743,61605,22548
1991,had.27.46a20,demersal,2019,0.89,0.19,51865,132000,97204,55208,36610
1991,had.27.46a20,demersal,2019,0.89,0.19,51865,132000,97204,55208,36610
1992,had.27.46a20,demersal,2019,0.876,0.19,55300,132000,134969,81566,42477
1992,had.27.46a20,demersal,2019,0.876,0.19,55300,132000,134969,81566,42477
1993,had.27.46a20,demersal,2019,0.944,0.19,118132,132000,180145,98631,70748
1993,had.27.46a20,demersal,2019,0.944,0.19,118132,132000,180145,98631,70748
1994,had.27.46a20,demersal,2019,0.921,0.19,138111,132000,169385,95141,70668
1994,had.27.46a20,demersal,2019,0.921,0.19,138111,132000,169385,95141,70668
1995,had.27.46a20,demersal,2019,0.82,0.19,196413,132000,168815,89859,71262
1995,had.27.46a20,demersal,2019,0.82,0.19,196413,132000,168815,89859,71262
1996,had.27.46a20,demersal,2019,0.804,0.19,124446,132000,204822,92615,107207
1996,had.27.46a20,demersal,2019,0.804,0.19,124446,132000,204822,92615,107207
1997,had.27.46a20,demersal,2019,0.62,0.19,251804,132000,169954,95391,67879
1997,had.27.46a20,demersal,2019,0.62,0.19,251804,132000,169954,95391,67879
1998,had.27.46a20,demersal,2019,0.726,0.19,183476,132000,161971,95472,61399
1998,had.27.46a20,demersal,2019,0.726,0.19,183476,132000,161971,95472,61399
1999,had.27.46a20,demersal,2019,0.813,0.19,142730,132000,123405,76009,43562
1999,had.27.46a20,demersal,2019,0.813,0.19,142730,132000,123405,76009,43562
2000,had.27.46a20,demersal,2019,0.883,0.19,92626,132000,126824,54504,64185
2000,had.27.46a20,demersal,2019,0.883,0.19,92626,132000,126824,54504,64185
2001,had.27.46a20,demersal,2019,0.598,0.19,62639,132000,173353,47592,117882
2001,had.27.46a20,demersal,2019,0.598,0.19,62639,132000,173353,47592,117882
2002,had.27.46a20,demersal,2019,0.371,0.19,538076,132000,155174,65405,86051
2002,had.27.46a20,demersal,2019,0.371,0.19,538076,132000,155174,65405,86051
2003,had.27.46a20,demersal,2019,0.232,0.19,462130,132000,74406,47282,25975
2003,had.27.46a20,demersal,2019,0.232,0.19,462130,132000,74406,47282,25975
2004,had.27.46a20,demersal,2019,0.232,0.19,317376,132000,72470,51896,20020
2004,had.27.46a20,demersal,2019,0.232,0.19,317376,132000,72470,51896,20020
2005,had.27.46a20,demersal,2019,0.297,0.19,234188,132000,64085,51528,12389
2005,had.27.46a20,demersal,2019,0.297,0.19,234188,132000,64085,51528,12389
2006,had.27.46a20,demersal,2019,0.499,0.19,160913,132000,66962,43334,23094
2006,had.27.46a20,demersal,2019,0.499,0.19,160913,132000,66962,43334,23094
2007,had.27.46a20,demersal,2019,0.421,0.19,132007,132000,67371,34672,32651
2007,had.27.46a20,demersal,2019,0.421,0.19,132007,132000,67371,34672,32651
2008,had.27.46a20,demersal,2019,0.247,0.19,277624,132000,47759,33058,14503
2008,had.27.46a20,demersal,2019,0.247,0.19,277624,132000,47759,33058,14503
2009,had.27.46a20,demersal,2019,0.196,0.19,227942,132000,47968,35590,12326
2009,had.27.46a20,demersal,2019,0.196,0.19,227942,132000,47968,35590,12326
2010,had.27.46a20,demersal,2019,0.215,0.19,211325,132000,45442,31940,13071
2010,had.27.46a20,demersal,2019,0.215,0.19,211325,132000,45442,31940,13071
2011,had.27.46a20,demersal,2019,0.316,0.19,151577,132000,49661,36570,13067
2011,had.27.46a20,demersal,2019,0.316,0.19,151577,132000,49661,36570,13067
2012,had.27.46a20,demersal,2019,0.191,0.19,311353,132000,43195,38162,5032
2012,had.27.46a20,demersal,2019,0.191,0.19,311353,132000,43195,38162,5032
2013,had.27.46a20,demersal,2019,0.207,0.19,246434,132000,47092,43734,3305
2013,had.27.46a20,demersal,2019,0.207,0.19,246434,132000,47092,43734,3305
2014,had.27.46a20,demersal,2019,0.336,0.19,176827,132000,46295,41143,5090
2014,had.27.46a20,demersal,2019,0.336,0.19,176827,132000,46295,41143,5090
2015,had.27.46a20,demersal,2019,0.463,0.19,139537,132000,41571,35295,6255
2015,had.27.46a20,demersal,2019,0.463,0.19,139537,132000,41571,35295,6255
2016,had.27.46a20,demersal,2019,0.332,0.19,117461,132000,43133,35058,7950
2016,had.27.46a20,demersal,2019,0.332,0.19,117461,132000,43133,35058,7950
2017,had.27.46a20,demersal,2019,0.247,0.19,207480,132000,40801,32827,7029
2017,had.27.46a20,demersal,2019,0.247,0.19,207480,132000,40801,32827,7029
2018,had.27.46a20,demersal,2019,0.224,0.19,186846,132000,39524,34470,5032
2018,had.27.46a20,demersal,2019,0.224,0.19,186846,132000,39524,34470,5032
1991,had.27.6b,demersal,2018,0.727,0.2,15386,10200,5655,5655,13228
1992,had.27.6b,demersal,2018,0.83,0.2,18568,10200,5320,5320,11871
1993,had.27.6b,demersal,2018,0.631,0.2,19537,10200,4784,4784,9853
1994,had.27.6b,demersal,2018,0.597,0.2,23887,10200,5733,5733,11023
1995,had.27.6b,demersal,2018,0.614,0.2,29175,10200,5587,5587,9168
1996,had.27.6b,demersal,2018,0.57,0.2,25209,10200,7075,7075,9356
1997,had.27.6b,demersal,2018,0.392,0.2,21779,10200,5166,5166,5894
1998,had.27.6b,demersal,2018,0.592,0.2,21001,10200,4984,4984,10862
1999,had.27.6b,demersal,2018,0.862,0.2,16303,10200,5221,5221,11062
2000,had.27.6b,demersal,2018,1.109,0.2,11635,10200,4558,4558,6609
2001,had.27.6b,demersal,2018,0.429,0.2,6607,10200,1918,1918,1535
2002,had.27.6b,demersal,2018,0.484,0.2,6916,10200,2571,2571,4152
2003,had.27.6b,demersal,2018,0.697,0.2,13526,10200,5961,5961,5521
2004,had.27.6b,demersal,2018,0.669,0.2,16286,10200,6400,6400,883
2005,had.27.6b,demersal,2018,0.4,0.2,15858,10200,5191,5191,505
2006,had.27.6b,demersal,2018,0.267,0.2,13536,10200,2759,2759,386
2007,had.27.6b,demersal,2018,0.5,0.2,10967,10200,3348,3348,2242
2008,had.27.6b,demersal,2018,0.493,0.2,23517,10200,4205,4205,2100
2009,had.27.6b,demersal,2018,0.421,0.2,15226,10200,3237,3237,1557
2010,had.27.6b,demersal,2018,0.306,0.2,12679,10200,3404,3404,306
2011,had.27.6b,demersal,2018,0.26,0.2,7742,10200,1905,1905,152
2012,had.27.6b,demersal,2018,0.154,0.2,7717,10200,710,710,16
2013,had.27.6b,demersal,2018,0.08,0.2,4607,10200,825,825,1143
2014,had.27.6b,demersal,2018,0.508,0.2,3155,10200,1675,1675,274
2015,had.27.6b,demersal,2018,0.241,0.2,17463,10200,2445,2445,527
2016,had.27.6b,demersal,2018,0.072,0.2,21498,10200,2585,2585,301
2017,had.27.6b,demersal,2018,0.157,0.2,27697,10200,4610,4610,396
1993,had.27.7a,demersal,2019,0.672,0.28,2391,4280,1178,813,365
1994,had.27.7a,demersal,2019,0.699,0.28,2234,4280,1510,1042,468
1995,had.27.7a,demersal,2019,0.926,0.28,2376,4280,2516,1736,780
1996,had.27.7a,demersal,2019,0.739,0.28,4879,4280,3690,2981,709
1997,had.27.7a,demersal,2019,0.924,0.28,4066,4280,4442,3547,895
1998,had.27.7a,demersal,2019,0.97,0.28,8209,4280,5889,4874,1015
1999,had.27.7a,demersal,2019,1.431,0.28,5648,4280,4729,4095,634
2000,had.27.7a,demersal,2019,1.014,0.28,2727,4280,2159,1357,802
2001,had.27.7a,demersal,2019,0.706,0.28,3873,4280,2515,2246,269
2002,had.27.7a,demersal,2019,0.901,0.28,2938,4280,2204,1817,387
2003,had.27.7a,demersal,2019,0.728,0.28,3518,4280,1906,1517,390
2004,had.27.7a,demersal,2019,0.696,0.28,2636,4280,1609,1217,392
2005,had.27.7a,demersal,2019,0.571,0.28,2547,4280,1217,666,551
2006,had.27.7a,demersal,2019,0.326,0.28,3288,4280,939,633,306
2007,had.27.7a,demersal,2019,0.542,0.28,4298,4280,1608,886,722
2008,had.27.7a,demersal,2019,0.474,0.28,4416,4280,1429,786,643
2009,had.27.7a,demersal,2019,0.364,0.28,3848,4280,1160,581,579
2010,had.27.7a,demersal,2019,0.531,0.28,3344,4280,1187,679,508
2011,had.27.7a,demersal,2019,0.28,0.28,3037,4280,753,446,307
2012,had.27.7a,demersal,2019,0.29,0.28,3345,4280,942,343,599
2013,had.27.7a,demersal,2019,0.11,0.28,4287,4280,536,254,282
2014,had.27.7a,demersal,2019,0.148,0.28,5958,4280,1006,518,488
2015,had.27.7a,demersal,2019,0.132,0.28,12058,4280,1485,833,652
2016,had.27.7a,demersal,2019,0.091,0.28,15894,4280,1306,1008,298
2017,had.27.7a,demersal,2019,0.117,0.28,20049,4280,1995,1662,333
2018,had.27.7a,demersal,2019,0.154,0.28,20241,4280,2561,1993,568
1993,had.27.7b-k,demersal,2019,1.087,0.4,7550,10000,4556,3348,1208
1994,had.27.7b-k,demersal,2019,1.064,0.4,8114,10000,6017,4131,1886
